legislator_id,office_type,label,address,phone,email,contact_form_url
ASM_42,district,Thousand Oaks,"223 E. Thousand Oaks Boulevard, Suite 412 Thousand Oaks, CA 91360",(805) 370-0542,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD42&inframe=N
ASM_43,capitol,Sacramento,"1021 O Street, Suite 4320 Sacramento, CA 95814",(916) 319-2043,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD43&inframe=N
ASM_43,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0043",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD43&inframe=N
ASM_43,district,San Fernando,"501 South Brand Boulevard, Unit 2 San Fernando, CA 91340",(818) 504-3911,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD43&inframe=N
ASM_44,capitol,Sacramento,"1021 O Street, Suite 5150 Sacramento, CA 95814",(916) 319-2044,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD44&inframe=N
ASM_44,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0044",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD44&inframe=N
ASM_44,district,Burbank,"300 East Magnolia Boulevard, Suite 504 Burbank, CA 91502",(818) 558-3043,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD44&inframe=N
ASM_45,capitol,Sacramento,"1021 O Street, Suite 8310 Sacramento, CA 95814",(916) 319-2045,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD45&inframe=N
ASM_45,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0045",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD45&inframe=N
ASM_45,district,San Bernardino,"290 North D Street, Suite 805 San Bernardino, CA 92401",(909) 889-7145,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD45&inframe=N
ASM_46,capitol,Sacramento,"1021 O Street, Suite 8230 Sacramento, CA 95814",(916) 319-2046,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD46&inframe=N
ASM_46,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0046",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD46&inframe=N
ASM_46,district,Encino,"16501 Ventura Boulevard, Suite 620 Encino, CA 91436",(818) 380-2460,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD46&inframe=N
ASM_47,capitol,Sacramento,"1021 O Street, Suite 4330 Sacramento, CA 95814",(916) 319-2047,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD47&inframe=N
ASM_47,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0047",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD47&inframe=N
ASM_47,district,Rancho Mirage,"41-608 Indian Trail Road, Suite D-1 Rancho Mirage, CA 92270",(760) 346-6342,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD47&inframe=N
ASM_48,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0048",(916) 319-2048,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD48&inframe=N
ASM_48,capitol,Sacramento,"1021 O Street, Suite 5250 Sacramento, CA 95814",(916) 319-2048,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD48&inframe=N
ASM_48,district,West Covina,"100 North Barranca Street, Suite 895 West Covina, CA 91791",(626) 960-4457,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD48&inframe=N
ASM_49,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0049",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD49&inframe=N
ASM_49,capitol,Sacramento,"1021 O Street, Suite 5650 Sacramento, CA 95814",(916) 319-2049,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD49&inframe=N
ASM_49,district,Alhambra,"1411 South Garfield Avenue, Suite 307 Alhambra, CA 91801",(626) 457-4918,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD49&inframe=N
ASM_50,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0050",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD50&inframe=N
ASM_50,capitol,Sacramento,"1021 O Street, Suite 6240 Sacramento, CA 95814",(916) 319-2050,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD50&inframe=N
ASM_50,district,Rancho Cucamonga,"10390 Commerce Center Drive, Suite C-280 Rancho Cucamonga, CA 91730",(909) 966-5090,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD50&inframe=N
ASM_51,capitol,Sacramento,"1021 O Street, Suite 4250 Sacramento, CA 95814",(916) 319-2051,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD51&inframe=N
ASM_51,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0051",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD51&inframe=N
ASM_51,district,Los Angeles,"1445 North Stanley Avenue, 3rd Floor Los Angeles, CA 90046",(323) 436-5184,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD51&inframe=N
ASM_52,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0052",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD52&inframe=N
ASM_52,capitol,Sacramento,"1021 O Street, Suite 5620 Sacramento, CA 95814",(916) 319-2052,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD52&inframe=N
ASM_52,district,Los Angeles,"1910 West Sunset Boulevard, Suite 810 Los Angeles, CA 90026",(213) 483-5252,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD52&inframe=N
ASM_53,capitol,Sacramento,"1021 O Street, Suite 5640 Sacramento, CA 95814",(916) 319-2053,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD53&inframe=N
ASM_53,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0053",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD53&inframe=N
ASM_53,district,Chino,"13160 7th Street Chino, CA 91710",(909) 902-9606,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD53&inframe=N
ASM_54,capitol,Sacramento,"1021 O Street, Suite 6150 Sacramento, CA 95814",(916) 319-2054,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD54&inframe=N
ASM_54,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0054",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD54&inframe=N
ASM_54,district,Los Angeles,"320 West Fourth Street, Room 1050 Los Angeles, CA 90013",(213) 620-4646,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD54&inframe=N
ASM_55,capitol,Sacramento,"1021 O Street, Suite 5630 Sacramento, CA 95814",(916) 319-2055,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD55&inframe=N
ASM_55,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0055",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD55&inframe=N
ASM_55,district,Los Angeles,"5757 Wilshire Boulevard, Suite 345 Los Angeles, CA 90036",(310) 641-5410,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD55&inframe=N
ASM_56,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0056",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD56&inframe=N
ASM_56,capitol,Sacramento,"1021 O Street, Suite 4650 Sacramento, CA 95814",(916) 319-2056,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD56&inframe=N
ASM_56,district,City Of Industry,"13181 Crossroads Parkway North, Suite 160 City Of Industry, CA 91746",(562) 692-5858,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD56&inframe=N
ASM_57,capitol,Sacramento,"1021 O Street, Suite 6320 Sacramento, CA 95814",(916) 319-2057,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD57&inframe=N
ASM_57,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0057",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD57&inframe=N
ASM_57,district,Los Angeles,"700 Exposition Park Drive Los Angeles, CA 90037",(213) 744-2111,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD57&inframe=N
ASM_58,capitol,Sacramento,"1021 O Street, Suite 4240 Sacramento, CA 95814",(916) 319-2058,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD58&inframe=N
ASM_58,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0058",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD58&inframe=N
ASM_58,district,Corona,"391 North Main Street, Suite 210 Corona, CA 92878",(951) 371-6860,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD58&inframe=N
ASM_59,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0059",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD59&inframe=N
ASM_59,capitol,Sacramento,"1021 O Street, Suite 4620 Sacramento, CA 95814",(916) 319-2059,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD59&inframe=N
ASM_59,district,Brea,"3 Pointe Drive, Suite 313 Brea, CA 92821",(714) 529-5502,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD59&inframe=N
ASM_60,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0060",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD60&inframe=N
ASM_60,capitol,Sacramento,"1021 O Street, Suite 6120 Sacramento, CA 95814",(916) 319-2060,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD60&inframe=N
ASM_60,district,Moreno Valley,"22690 Cactus Avenue, Suite 280 Moreno Valley, CA 92553",(951) 653-0960,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD60&inframe=N
ASM_61,capitol,Sacramento,"1021 O Street, Suite 5520 Sacramento, CA 95814",(916) 319-2061,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD61&inframe=N
ASM_61,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0061",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD61&inframe=N
ASM_61,district,Inglewood,"One Manchester Boulevard, Suite 601 Inglewood, CA 90301",(310) 412-6400,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD61&inframe=N
ASM_62,capitol,Sacramento,"1021 O Street, Suite 5110 Sacramento, CA 95814",(916) 319-2062,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD62&inframe=N
ASM_62,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0062",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD62&inframe=N
ASM_62,district,Paramount,"7300 Alondra Boulevard, Suite 101 Paramount, CA 90723",(562) 529-3250,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD62&inframe=N
ASM_63,capitol,Sacramento,"1021 O Street, Suite 4520 Sacramento, CA 95814",(916) 319-2063,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD63&inframe=N
ASM_63,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0063",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD63&inframe=N
ASM_63,district,Corona,"4160 Temescal Canyon Road, Suite 110 Corona, CA 92883",(951) 277-3639,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD63&inframe=N
ASM_64,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0064",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD64&inframe=N
ASM_64,capitol,Sacramento,"1021 O Street, Suite 4510 Sacramento, CA 95814",(916) 319-2064,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD64&inframe=N
ASM_64,district,Downey,"8255 Firestone Boulevard, Suite 203 Downey, CA 90241",(562) 861-5803,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD64&inframe=N
ASM_65,capitol,Sacramento,"1021 O Street, Suite 6210 Sacramento, CA 95814",(916) 319-2065,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD65&inframe=N
ASM_65,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0065",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD65&inframe=N
ASM_65,district,Gardena,"879 West 190th Street, Suite 920 Gardena, CA 90248",(562) 252-0865,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD65&inframe=N
ASM_66,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0066",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD66&inframe=N
ASM_66,capitol,Sacramento,"1021 O Street, Suite 5310 Sacramento, CA 95814",(916) 319-2066,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD66&inframe=N
ASM_66,district,Torrance,"3424 West Carson Street, Suite 450 Torrance, CA 90503",(310) 375-0691,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD66&inframe=N
ASM_67,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0067",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD67&inframe=N
ASM_67,capitol,Sacramento,"1021 O Street, Suite 4210 Sacramento, CA 95814",(916) 319-2067,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD67&inframe=N
ASM_67,district,La Palma,"4 Centerpointe Drive, Suite 120 La Palma, CA 90623",(714) 521-6713,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD67&inframe=N
ASM_68,capitol,Sacramento,"1021 O Street, Suite 5510 Sacramento, CA 95814",(916) 319-2068,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD68&inframe=N
ASM_68,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0068",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD68&inframe=N
ASM_68,district,Anaheim,"2400 East Katella Avenue, Suite 640 Anaheim, CA 92806",(714) 939-8469,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD68&inframe=N
ASM_69,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0069",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD69&inframe=N
ASM_69,capitol,Sacramento,"1021 O Street, Suite 8320 Sacramento, CA 95814",(916) 319-2069,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD69&inframe=N
ASM_69,district,Long Beach,"3777 Long Beach Boulevard, Suite 260 Long Beach, CA 90807",(562) 366-2769,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD69&inframe=N
ASM_70,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0070",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD70&inframe=N
ASM_70,capitol,Sacramento,"1021 O Street, Suite 5540 Sacramento, CA 95814",(916) 319-2070,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD70&inframe=N
ASM_70,district,Westminster,"14361 Beach Boulevard, Suite 211 Westminster, CA 92683",(714) 379-0970,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD70&inframe=N
ASM_71,capitol,Sacramento,"1021 O Street, Suite 4340 Sacramento, CA 95814",(916) 319-2071,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD71&inframe=N
ASM_71,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0071",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD71&inframe=N
ASM_71,district,Rancho Santa Margarita,"22342 Avenida Empresa, Suite 275 Rancho Santa Margarita, CA 92688",(949) 459-7170,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD71&inframe=N
ASM_71,district,Murrieta,"24630 Washington Avenue, Suite 202 Murrieta, CA 92562",(951) 696-0002,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD71&inframe=N
ASM_72,capitol,Sacramento,"1021 O Street, Suite 5330 Sacramento, CA 95814",(916) 319-2072,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD72&inframe=N
ASM_72,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0072",(916) 319-2072,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD72&inframe=N
ASM_72,district,Newport Beach,"4100 MacArthur Boulevard, Suite 340 Newport Beach, CA 92660",(949) 798-7221,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD72&inframe=N
ASM_73,capitol,Sacramento,"1021 O Street, Suite 8120 Sacramento, CA 95814",(916) 319-2073,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD73&inframe=N
ASM_73,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0073",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD73&inframe=N
ASM_73,district,Irvine,"19712 MacArthur Boulevard, Suite 150 Irvine, CA 92612",(949) 251-0074,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD73&inframe=N
ASM_74,capitol,Sacramento,"1021 O Street, Suite 4720 Sacramento, CA 95814",(916) 319-2074,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD74&inframe=N
ASM_74,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0074",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD74&inframe=N
ASM_74,district,Oceanside,"2420 Vista Way, Suite 112 Oceanside, CA 92054",(760) 433-7400,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD74&inframe=N
ASM_74,district,San Juan Capistrano,"32332 Camino Capistrano, Suite 102 San Juan Capistrano, CA 92675",(949) 240-7300,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD74&inframe=N
ASM_75,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0075",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD75&inframe=N
ASM_75,capitol,Sacramento,"1021 O Street, Suite 4630 Sacramento, CA 95814",(916) 319-2075,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD75&inframe=N
ASM_75,district,San Diego,"9820 Willow Creek Road, Suite 240 San Diego, CA 92131",(858) 566-7538,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD75&inframe=N
ASM_76,capitol,Sacramento,"1021 O Street, Suite 5140 Sacramento, CA 95814",(916) 319-2076,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD76&inframe=N
ASM_76,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0076",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD76&inframe=N
ASM_76,district,San Diego,"12396 World Trade Drive, Suite 118 San Diego, CA 92128",(858) 675-0760,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD76&inframe=N
ASM_77,capitol,Sacramento,"1021 O Street, Suite 4150 Sacramento, CA 95814",(916) 319-2077,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD77&inframe=N
ASM_77,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0077",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD77&inframe=N
ASM_77,district,Solana Beach,"505 Lomas Santa Fe Drive, Suite 110 Solana Beach, CA 92075",(858) 481-7704,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD77&inframe=N
ASM_78,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0078",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD78&inframe=N
ASM_78,capitol,Sacramento,"1021 O Street, Suite 6350 Sacramento, CA 95814",(916) 319-2078,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD78&inframe=N
ASM_78,district,San Diego,"2700 Adams Avenue, Suite 102 San Diego, CA 92116",(619) 280-7801,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD78&inframe=N
ASM_79,capitol,Sacramento,"1021 O Street, Suite 4130 Sacramento, CA 95814",(916) 319-2079,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD79&inframe=N
ASM_79,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0079",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD79&inframe=N
ASM_79,district,La Mesa,"4700 Spring Street, Suite 301 La Mesa, CA 91942",(619) 465-7903,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD79&inframe=N
ASM_80,capitol,Sacramento,"1021 O Street, Suite 5320 Sacramento, CA 95814",(916) 319-2080,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD80&inframe=N
ASM_80,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0080",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD80&inframe=N
ASM_80,district,Chula Vista,"276 Church Avenue, Suite D Chula Vista, CA 91910",(619) 498-8580,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD80&inframe=N
SEN_24,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 7610, Sacramento, CA 95814-4900",(916) 651-4024,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD24&inframe=N
SEN_24,district,District Office,"111 Penn Street, Suite 101, El Segundo, CA 90245",(310) 414-8190,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD24&inframe=N
SEN_04,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 7240, Sacramento, CA 95814-4900",(916) 651-4004,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD04&inframe=N
SEN_04,district,District Office,"4364 Town Center Boulevard, Suite 313, El Dorado Hills, CA 95762",(916) 933-8680,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD04&inframe=N
SEN_30,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 6620, Sacramento, CA 95814-4900",(916) 651-4030,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD30&inframe=N
SEN_30,district,District Office,"12501 Imperial Highway, Suite 110, Norwalk, CA 90650",(562) 406-1001,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD30&inframe=N
SEN_07,capitol,Capitol Office,"Capitol Office, 1021 O Street, Room 6710, Sacramento, CA 95814-4900",(916) 651-4007,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD07&inframe=N
SEN_07,district,District Office,"1515 Clay Street, Suite 2202, Oakland, CA 94612",(510) 286-1333,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD07&inframe=N
SEN_08,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 8630, Sacramento, CA 95814-4900",(916) 651-4008,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD08&inframe=N
SEN_08,district,District Office,"1510 14th Street, Sacramento, CA 95814",(916) 319-0309,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD08&inframe=N
SEN_13,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 6520, Sacramento, CA 95814-4900",(916) 651-4013,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD13&inframe=N
SEN_13,district,District Office,"3525 Alameda de las Pulgas, Menlo Park, CA 94025",(650) 233-2724,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD13&inframe=N
SEN_38,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 7720, Sacramento, CA 95814-4900",(916) 651-4038,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD38&inframe=N
SEN_38,district,District Office,"2385 Camino Vida Roble, Unit 205, Carlsbad, CA 92011",(760) 438-2005,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD38&inframe=N
SEN_03,capitol,Capitol Office,"Capitol Office, 1021 O Street, Room 7320, Sacramento, CA 95814-4900",(916) 651-4003,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD03&inframe=N
SEN_03,district,District Office,"2721 Napa Valley Corporate Drive, Building 4, 2nd Floor, Napa, CA 94558",(707) 224-1990,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD03&inframe=N
SEN_14,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 7620, Sacramento, CA 95814-4900",(916) 651-4014,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD14&inframe=N
SEN_14,district,District Office,"2550 Mariposa Mall, Suite 2016, Fresno, CA 93721",(559) 264-3070,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD14&inframe=N
SEN_31,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 7330, Sacramento, CA 95814-4900",(916) 651-4031,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD31&inframe=N
SEN_31,district,District Office,"1533 Spruce Street, Suite 230, Riverside, CA 92507",(951) 680-6750,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD31&inframe=N
SEN_37,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 7130, Sacramento, CA 95814-4900",(916) 651-4037,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD37&inframe=N
